Date,WIG20_price,WIG20_volume,WIG20_change
06/06/2018,"2,256.67",23.62M,0.03%
05/06/2018,"2,255.95",24.15M,2.07%
04/06/2018,"2,210.10",20.71M,0.91%
01/06/2018,"2,190.26",30.13M,1.54%
30/05/2018,"2,157.07",159.37M,-1.59%
29/05/2018,"2,191.95",36.31M,-1.17%
28/05/2018,"2,217.87",12.35M,0.21%
25/05/2018,"2,213.24",29.69M,0.00%
24/05/2018,"2,213.26",30.16M,0.18%
23/05/2018,"2,209.32",28.55M,-1.75%
22/05/2018,"2,248.71",19.61M,-0.87%
21/05/2018,"2,268.39",16.85M,1.71%
18/05/2018,"2,230.32",21.80M,-1.13%
17/05/2018,"2,255.78",23.79M,-0.88%
16/05/2018,"2,275.91",21.01M,-0.02%
15/05/2018,"2,276.45",37.03M,-1.92%
14/05/2018,"2,321.09",15.06M,-0.36%
11/05/2018,"2,329.36",16.77M,1.16%
10/05/2018,"2,302.71",26.55M,0.95%
09/05/2018,"2,281.12",22.33M,2.00%
08/05/2018,"2,236.40",26.74M,1.00%
07/05/2018,"2,214.36",11.50M,-0.85%
04/05/2018,"2,233.35",18.29M,-2.56%
02/05/2018,"2,291.92",15.07M,0.00%
30/04/2018,"2,291.87",12.11M,0.68%
27/04/2018,"2,276.41",16.39M,-0.30%
26/04/2018,"2,283.15",18.87M,1.16%
25/04/2018,"2,257.00",20.47M,-0.53%
24/04/2018,"2,269.06",20.94M,-0.98%
23/04/2018,"2,291.59",17.63M,-0.29%
20/04/2018,"2,298.20",21.45M,-1.14%
19/04/2018,"2,324.73",17.01M,0.40%
18/04/2018,"2,315.50",20.96M,0.33%
17/04/2018,"2,307.95",16.63M,0.34%
16/04/2018,"2,300.20",10.68M,-0.44%
13/04/2018,"2,310.32",18.52M,0.17%
12/04/2018,"2,306.44",21.92M,1.52%
11/04/2018,"2,271.93",25.20M,-0.13%
10/04/2018,"2,274.81",30.39M,0.56%
09/04/2018,"2,262.16",23.03M,0.15%
06/04/2018,"2,258.80",16.92M,0.68%
05/04/2018,"2,243.58",16.92M,1.94%
04/04/2018,"2,200.99",20.73M,-1.70%
03/04/2018,"2,239.15",18.92M,1.30%
29/03/2018,"2,210.38",17.31M,0.30%
28/03/2018,"2,203.70",28.63M,-1.90%
27/03/2018,"2,246.32",19.03M,0.25%
26/03/2018,"2,240.65",16.79M,-0.73%
23/03/2018,"2,257.22",22.17M,-0.74%
22/03/2018,"2,274.10",28.59M,-2.01%
21/03/2018,"2,320.77",26.44M,2.14%
20/03/2018,"2,272.09",22.18M,1.05%
19/03/2018,"2,248.53",16.20M,-1.60%
16/03/2018,"2,285.08",62.26M,-1.58%
15/03/2018,"2,321.87",21.05M,-0.60%
14/03/2018,"2,335.97",28.55M,-0.72%
13/03/2018,"2,353.02",23.99M,-1.08%
12/03/2018,"2,378.72",17.17M,1.03%
09/03/2018,"2,354.54",23.88M,1.40%
08/03/2018,"2,322.09",23.04M,-1.59%
07/03/2018,"2,359.57",25.35M,0.86%
06/03/2018,"2,339.51",18.83M,0.40%
05/03/2018,"2,330.10",14.02M,0.69%
02/03/2018,"2,314.23",23.19M,-0.89%
01/03/2018,"2,334.96",30.07M,-1.24%
28/02/2018,"2,364.32",34.96M,-2.36%
27/02/2018,"2,421.51",23.94M,0.53%
26/02/2018,"2,408.63",11.84M,0.10%
23/02/2018,"2,406.11",16.01M,-0.19%
22/02/2018,"2,410.69",26.23M,0.22%
21/02/2018,"2,405.47",18.15M,-0.32%
20/02/2018,"2,413.23",7.94M,0.20%
19/02/2018,"2,408.49",7.44M,0.06%
16/02/2018,"2,406.96",13.45M,-0.69%
15/02/2018,"2,423.57",17.93M,-1.07%
14/02/2018,"2,449.79",19.55M,0.75%
13/02/2018,"2,431.67",19.28M,0.71%
12/02/2018,"2,414.41",15.32M,1.33%
09/02/2018,"2,382.79",32.36M,-0.98%
08/02/2018,"2,406.48",21.04M,-1.44%
07/02/2018,"2,441.67",26.69M,1.23%
06/02/2018,"2,412.03",32.49M,-3.75%
05/02/2018,"2,505.98",17.94M,-0.05%
02/02/2018,"2,507.24",17.74M,-1.06%
01/02/2018,"2,534.21",17.53M,-0.77%
31/01/2018,"2,553.81",17.99M,-0.48%
30/01/2018,"2,566.14",17.76M,-1.05%
29/01/2018,"2,593.40",14.46M,-0.27%
26/01/2018,"2,600.48",19.19M,0.43%
25/01/2018,"2,589.30",20.92M,-1.23%
24/01/2018,"2,621.59",19.31M,-0.33%
23/01/2018,"2,630.37",28.51M,0.36%
22/01/2018,"2,620.87",17.12M,0.73%
19/01/2018,"2,601.82",14.91M,0.41%
18/01/2018,"2,591.22",17.71M,-0.35%
17/01/2018,"2,600.37",20.61M,0.36%
16/01/2018,"2,591.10",30.69M,1.91%
15/01/2018,"2,542.65",9.11M,0.13%
12/01/2018,"2,539.29",17.34M,0.19%
11/01/2018,"2,534.56",24.59M,0.93%
10/01/2018,"2,511.27",20.88M,-0.68%
09/01/2018,"2,528.38",23.98M,-0.79%
08/01/2018,"2,548.61",20.12M,0.75%
05/01/2018,"2,529.55",24.86M,-0.14%
04/01/2018,"2,533.17",30.46M,2.84%
03/01/2018,"2,463.25",20.68M,0.08%
29/12/2017,"2,461.21",14.24M,-0.77%
28/12/2017,"2,480.25",14.43M,-0.02%
27/12/2017,"2,480.63",16.98M,1.43%
22/12/2017,"2,445.65",10.11M,-0.73%
21/12/2017,"2,463.59",14.93M,0.17%
20/12/2017,"2,459.33",16.78M,0.14%
19/12/2017,"2,455.99",14.65M,-0.41%
18/12/2017,"2,466.08",16.87M,2.03%
15/12/2017,"2,416.95",39.45M,-0.73%
14/12/2017,"2,434.61",25.03M,1.04%
13/12/2017,"2,409.46",16.89M,-0.17%
12/12/2017,"2,413.68",23.13M,1.12%
11/12/2017,"2,386.93",13.45M,-0.91%
08/12/2017,"2,408.83",24.55M,0.65%
07/12/2017,"2,393.34",30.21M,-0.06%
06/12/2017,"2,394.67",28.56M,-0.54%
05/12/2017,"2,407.72",16.61M,0.15%
04/12/2017,"2,404.15",18.50M,0.60%
01/12/2017,"2,389.92",20.57M,-0.78%
30/11/2017,"2,408.69",44.73M,-1.13%
29/11/2017,"2,436.24",17.02M,-1.99%
28/11/2017,"2,485.71",18.23M,-0.46%
27/11/2017,"2,497.15",13.57M,0.72%
24/11/2017,"2,479.25",11.57M,-0.99%
23/11/2017,"2,503.93",11.57M,0.58%
22/11/2017,"2,489.50",18.17M,0.02%
21/11/2017,"2,489.08",21.24M,0.85%
20/11/2017,"2,468.09",14.08M,0.99%
17/11/2017,"2,443.83",13.23M,1.36%
16/11/2017,"2,411.11",24.88M,-0.32%
15/11/2017,"2,418.96",17.08M,-1.84%
14/11/2017,"2,464.35",20.01M,0.40%
13/11/2017,"2,454.60",26.69M,-0.12%
10/11/2017,"2,457.62",26.89M,-0.83%
09/11/2017,"2,478.21",20.89M,-1.40%
08/11/2017,"2,513.34",20.13M,-0.91%
07/11/2017,"2,536.37",23.71M,0.84%
06/11/2017,"2,515.34",14.10M,0.83%
03/11/2017,"2,494.52",16.36M,-0.28%
02/11/2017,"2,501.40",15.11M,-0.93%
31/10/2017,"2,524.90",15.67M,0.31%
30/10/2017,"2,517.03",12.46M,1.15%
27/10/2017,"2,488.50",25.52M,1.32%
26/10/2017,"2,456.17",30.67M,0.26%
25/10/2017,"2,449.89",13.71M,0.06%
24/10/2017,"2,448.45",20.89M,-1.01%
23/10/2017,"2,473.42",14.76M,0.32%
20/10/2017,"2,465.51",19.16M,-0.08%
19/10/2017,"2,467.49",20.08M,-1.39%
18/10/2017,"2,502.34",18.13M,-0.48%
17/10/2017,"2,514.36",20.08M,-0.80%
16/10/2017,"2,534.52",15.73M,0.25%
13/10/2017,"2,528.16",14.28M,-0.38%
12/10/2017,"2,537.69",21.37M,-0.55%
11/10/2017,"2,551.78",32.74M,1.40%
10/10/2017,"2,516.49",15.67M,0.69%
09/10/2017,"2,499.35",11.98M,0.80%
06/10/2017,"2,479.46",20.00M,0.65%
05/10/2017,"2,463.45",17.93M,0.79%
04/10/2017,"2,444.19",25.13M,-1.03%
03/10/2017,"2,469.51",19.84M,0.00%
02/10/2017,"2,469.58",15.27M,0.66%
29/09/2017,"2,453.46",19.54M,1.09%
28/09/2017,"2,427.04",18.05M,-0.28%
27/09/2017,"2,433.82",12.15M,-0.39%
26/09/2017,"2,443.34",14.17M,-0.40%
25/09/2017,"2,453.15",12.08M,-1.11%
22/09/2017,"2,480.73",16.70M,0.49%
21/09/2017,"2,468.72",18.55M,-1.24%
20/09/2017,"2,499.63",12.88M,-0.13%
19/09/2017,"2,502.81",16.35M,0.04%
18/09/2017,"2,501.75",15.09M,0.14%
15/09/2017,"2,498.32",44.02M,-0.36%
14/09/2017,"2,507.43",20.55M,0.29%
13/09/2017,"2,500.16",18.01M,-0.23%
12/09/2017,"2,505.88",18.66M,-0.30%
11/09/2017,"2,513.44",17.10M,1.20%
08/09/2017,"2,483.58",18.17M,-0.33%
07/09/2017,"2,491.79",24.76M,-0.82%
06/09/2017,"2,512.40",18.70M,-0.20%
05/09/2017,"2,517.45",20.40M,-0.08%
04/09/2017,"2,519.42",15.06M,-0.32%
01/09/2017,"2,527.62",15.90M,0.45%
31/08/2017,"2,516.26",26.15M,-0.33%
30/08/2017,"2,524.57",24.31M,1.08%
29/08/2017,"2,497.58",23.90M,-1.33%
28/08/2017,"2,531.31",21.49M,2.41%
25/08/2017,"2,471.74",19.64M,0.63%
24/08/2017,"2,456.27",28.82M,2.73%
23/08/2017,"2,391.06",14.97M,0.16%
22/08/2017,"2,387.24",18.20M,0.42%
21/08/2017,"2,377.28",18.08M,0.74%
18/08/2017,"2,359.87",18.98M,0.28%
17/08/2017,"2,353.18",22.42M,-1.18%
16/08/2017,"2,381.18",24.49M,0.19%
14/08/2017,"2,376.66",12.26M,0.21%
11/08/2017,"2,371.72",17.59M,-0.46%
10/08/2017,"2,382.67",20.44M,-1.06%
09/08/2017,"2,408.11",18.51M,-0.70%
08/08/2017,"2,425.02",17.92M,1.54%
07/08/2017,"2,388.21",12.89M,0.34%
04/08/2017,"2,380.16",14.22M,0.62%
03/08/2017,"2,365.48",19.91M,-0.02%
02/08/2017,"2,366.06",23.66M,-0.85%
01/08/2017,"2,386.40",21.99M,0.52%
31/07/2017,"2,374.17",27.54M,0.58%
28/07/2017,"2,360.42",23.28M,0.40%
27/07/2017,"2,350.91",19.42M,-0.40%
26/07/2017,"2,360.26",16.09M,0.81%
25/07/2017,"2,341.36",25.05M,0.29%
24/07/2017,"2,334.69",13.87M,-0.36%
21/07/2017,"2,343.10",20.64M,-0.65%
20/07/2017,"2,358.50",24.81M,-0.67%
19/07/2017,"2,374.31",22.26M,0.57%
18/07/2017,"2,360.75",18.68M,-0.48%
17/07/2017,"2,372.17",18.29M,0.92%
14/07/2017,"2,350.43",20.60M,-0.02%
13/07/2017,"2,350.83",32.08M,0.40%
12/07/2017,"2,341.54",30.80M,1.91%
11/07/2017,"2,297.73",17.64M,-0.13%
10/07/2017,"2,300.66",13.26M,0.21%
07/07/2017,"2,295.82",13.06M,-0.21%
06/07/2017,"2,300.74",13.31M,-0.29%
05/07/2017,"2,307.49",19.00M,0.58%
04/07/2017,"2,294.27",12.07M,-1.27%
03/07/2017,"2,323.74",10.84M,1.04%
30/06/2017,"2,299.80",20.12M,-1.26%
29/06/2017,"2,329.26",15.56M,0.07%
28/06/2017,"2,327.68",18.70M,-0.74%
27/06/2017,"2,345.05",23.10M,0.31%
26/06/2017,"2,337.69",16.79M,1.44%
23/06/2017,"2,304.48",21.77M,-0.16%
22/06/2017,"2,308.16",18.95M,-0.47%
21/06/2017,"2,319.13",28.21M,0.71%
20/06/2017,"2,302.83",19.69M,-1.35%
19/06/2017,"2,334.27",26.72M,1.29%
16/06/2017,"2,304.50",35.24M,0.37%
14/06/2017,"2,295.99",23.32M,-0.28%
13/06/2017,"2,302.41",16.78M,0.32%
12/06/2017,"2,295.01",16.47M,-1.53%
09/06/2017,"2,330.72",20.80M,-0.41%
08/06/2017,"2,340.23",24.47M,1.37%
07/06/2017,"2,308.64",27.35M,0.22%
06/06/2017,"2,303.68",19.90M,1.22%
05/06/2017,"2,276.01",16.07M,-1.18%
02/06/2017,"2,303.21",19.61M,1.10%
01/06/2017,"2,278.26",25.96M,-0.13%
31/05/2017,"2,281.18",49.62M,-0.48%
30/05/2017,"2,292.27",17.73M,-1.35%
29/05/2017,"2,323.58",6.71M,-0.12%
26/05/2017,"2,326.28",16.85M,-1.36%
25/05/2017,"2,358.41",31.90M,1.44%
24/05/2017,"2,324.99",23.59M,0.74%
23/05/2017,"2,307.84",18.97M,-1.51%
22/05/2017,"2,343.13",20.46M,0.62%
19/05/2017,"2,328.70",21.63M,1.46%
18/05/2017,"2,295.14",22.98M,-0.31%
17/05/2017,"2,302.21",28.73M,-1.63%
16/05/2017,"2,340.34",23.04M,-1.55%
15/05/2017,"2,377.15",16.60M,0.37%
12/05/2017,"2,368.50",28.75M,0.15%
11/05/2017,"2,364.93",34.95M,-0.64%
10/05/2017,"2,380.25",23.43M,-1.38%
09/05/2017,"2,413.53",23.81M,1.66%
08/05/2017,"2,374.23",19.66M,-0.33%
05/05/2017,"2,382.17",26.51M,0.05%
04/05/2017,"2,381.00",39.73M,-0.46%
02/05/2017,"2,392.09",19.79M,0.64%
28/04/2017,"2,376.87",27.64M,-0.25%
27/04/2017,"2,382.78",26.21M,-0.05%
26/04/2017,"2,383.97",30.80M,1.31%
25/04/2017,"2,353.17",25.37M,2.45%
24/04/2017,"2,296.90",19.95M,1.45%
21/04/2017,"2,264.07",25.88M,-0.95%
20/04/2017,"2,285.82",27.11M,0.49%
19/04/2017,"2,274.69",29.98M,1.67%
18/04/2017,"2,237.36",25.38M,0.17%
13/04/2017,"2,233.63",21.12M,0.88%
12/04/2017,"2,214.06",22.53M,-0.35%
11/04/2017,"2,221.82",23.44M,-0.99%
10/04/2017,"2,244.02",12.88M,-0.19%
07/04/2017,"2,248.33",17.34M,-0.27%
06/04/2017,"2,254.47",16.51M,0.04%
05/04/2017,"2,253.64",19.89M,0.64%
04/04/2017,"2,239.30",16.06M,0.87%
03/04/2017,"2,219.88",15.15M,2.02%
31/03/2017,"2,175.96",25.58M,-1.50%
30/03/2017,"2,209.10",22.10M,-0.24%
29/03/2017,"2,214.45",22.06M,-0.49%
28/03/2017,"2,225.41",20.40M,1.07%
27/03/2017,"2,201.88",15.55M,-1.47%
24/03/2017,"2,234.82",14.35M,-0.02%
23/03/2017,"2,235.33",24.46M,0.52%
22/03/2017,"2,223.84",25.58M,-1.28%
21/03/2017,"2,252.57",25.94M,-1.27%
20/03/2017,"2,281.45",16.58M,-0.68%
17/03/2017,"2,296.97",62.88M,0.58%
16/03/2017,"2,283.70",30.88M,2.41%
15/03/2017,"2,229.87",26.09M,-0.38%
14/03/2017,"2,238.38",35.07M,-0.19%
13/03/2017,"2,242.55",21.40M,1.93%
10/03/2017,"2,200.03",24.59M,0.47%
09/03/2017,"2,189.66",33.50M,-1.07%
08/03/2017,"2,213.24",24.39M,0.56%
07/03/2017,"2,200.98",27.29M,-0.74%
06/03/2017,"2,217.41",23.45M,-0.70%
03/03/2017,"2,232.98",35.07M,-0.95%
02/03/2017,"2,254.51",38.92M,0.02%
01/03/2017,"2,253.96",33.22M,2.86%
